Question,Location Code,Location Name,Answer,Count
Number of Males in Household,131,Bukandwe,19,0
Number of Males in Household,131,Bukandwe,23,0
Number of Males in Household,131,Bukandwe,4,1086
Number of Males in Household,391,Ibuga,,0
Number of Males in Household,391,Ibuga,25,0
Number of Males in Household,391,Ibuga,13,0
Number of Males in Household,391,Ibuga,20,0
Number of Males in Household,391,Ibuga,6,4
Number of Males in Household,391,Ibuga,8,0
Number of Males in Household,391,Ibuga,14,0
Number of Males in Household,391,Ibuga,11,0
Number of Males in Household,391,Ibuga,24,0
Number of Males in Household,391,Ibuga,17,0
Number of Males in Household,391,Ibuga,15,0
Number of Males in Household,391,Ibuga,7,0
Number of Males in Household,391,Ibuga,2,6
Number of Males in Household,391,Ibuga,1,3
Number of Males in Household,391,Ibuga,10,0
Number of Males in Household,391,Ibuga,12,0
Number of Males in Household,391,Ibuga,18,0
Number of Males in Household,391,Ibuga,5,5
Number of Males in Household,391,Ibuga,3,5
Number of Males in Household,391,Ibuga,16,0
Number of Males in Household,391,Ibuga,9,0
Number of Males in Household,391,Ibuga,22,0
Number of Males in Household,391,Ibuga,21,0
Number of Males in Household,391,Ibuga,19,0
Number of Males in Household,391,Ibuga,23,0
Number of Males in Household,391,Ibuga,4,4
Number of Males in Household,301,Nyakagomba,,6
Number of Males in Household,301,Nyakagomba,25,0
Number of Males in Household,301,Nyakagomba,13,0
Number of Males in Household,301,Nyakagomba,20,0
Number of Males in Household,301,Nyakagomba,6,26
Number of Males in Household,301,Nyakagomba,8,0
Number of Males in Household,301,Nyakagomba,14,0
Number of Males in Household,301,Nyakagomba,11,0
Number of Males in Household,301,Nyakagomba,24,0
Number of Males in Household,301,Nyakagomba,17,0
Number of Males in Household,301,Nyakagomba,15,0
Number of Males in Household,301,Nyakagomba,7,22
Number of Males in Household,301,Nyakagomba,2,82
Number of Males in Household,301,Nyakagomba,1,44
Number of Males in Household,301,Nyakagomba,10,22
Number of Males in Household,301,Nyakagomba,12,0
Number of Males in Household,301,Nyakagomba,18,0
Number of Males in Household,301,Nyakagomba,5,42
Number of Males in Household,301,Nyakagomba,3,92
Number of Males in Household,301,Nyakagomba,16,0
Number of Males in Household,301,Nyakagomba,9,0
Number of Males in Household,301,Nyakagomba,22,0
Number of Males in Household,301,Nyakagomba,21,0
Number of Males in Household,301,Nyakagomba,19,0
Number of Males in Household,301,Nyakagomba,23,0
Number of Males in Household,301,Nyakagomba,4,89
Number of Males in Household,211,Mwanghonoli,,30
Number of Males in Household,211,Mwanghonoli,25,0
Number of Males in Household,211,Mwanghonoli,13,11
Number of Males in Household,211,Mwanghonoli,20,0
Number of Males in Household,211,Mwanghonoli,6,192
Number of Males in Household,211,Mwanghonoli,8,101
Number of Males in Household,211,Mwanghonoli,14,0
Number of Males in Household,211,Mwanghonoli,11,33
Number of Males in Household,211,Mwanghonoli,24,0
Number of Males in Household,211,Mwanghonoli,17,14
Number of Males in Household,211,Mwanghonoli,15,0
Number of Males in Household,211,Mwanghonoli,7,143
Number of Males in Household,211,Mwanghonoli,2,563
Number of Males in Household,211,Mwanghonoli,1,258
Number of Males in Household,211,Mwanghonoli,10,27
Number of Males in Household,211,Mwanghonoli,12,0
Number of Males in Household,211,Mwanghonoli,18,0
Number of Males in Household,211,Mwanghonoli,5,296
Number of Males in Household,211,Mwanghonoli,3,695
Number of Males in Household,211,Mwanghonoli,16,15
Number of Males in Household,211,Mwanghonoli,9,47
Number of Males in Household,211,Mwanghonoli,22,0
Number of Males in Household,211,Mwanghonoli,21,0
Number of Males in Household,211,Mwanghonoli,19,0
Number of Males in Household,211,Mwanghonoli,23,0
Number of Males in Household,211,Mwanghonoli,4,502
Number of Males in Household,221,Bwera,,49
Number of Males in Household,221,Bwera,25,0
Number of Males in Household,221,Bwera,13,0
Number of Males in Household,221,Bwera,20,0
Number of Males in Household,221,Bwera,6,140
Number of Males in Household,221,Bwera,8,63
Number of Males in Household,221,Bwera,14,9
Number of Males in Household,221,Bwera,11,8
Number of Males in Household,221,Bwera,24,0
Number of Males in Household,221,Bwera,17,0
Number of Males in Household,221,Bwera,15,0
Number of Males in Household,221,Bwera,7,82
Number of Males in Household,221,Bwera,2,395
Number of Males in Household,221,Bwera,1,166
Number of Males in Household,221,Bwera,10,33
Number of Males in Household,221,Bwera,12,18
Number of Males in Household,221,Bwera,18,0
Number of Males in Household,221,Bwera,5,275
Number of Males in Household,221,Bwera,3,534
Number of Males in Household,221,Bwera,16,0
Number of Males in Household,221,Bwera,9,7
Number of Males in Household,221,Bwera,22,0
Number of Males in Household,221,Bwera,21,0
Number of Males in Household,221,Bwera,19,0
Number of Males in Household,221,Bwera,23,0
Number of Males in Household,221,Bwera,4,400
Number of Males in Household,271,Busanda,,19
Number of Males in Household,271,Busanda,25,0
Number of Males in Household,271,Busanda,13,0
Number of Males in Household,271,Busanda,20,0
Number of Males in Household,271,Busanda,6,71
Number of Males in Household,271,Busanda,8,0
Number of Males in Household,271,Busanda,14,0
Number of Males in Household,271,Busanda,11,0
Number of Males in Household,271,Busanda,24,0
Number of Males in Household,271,Busanda,17,0
Number of Males in Household,271,Busanda,15,0
Number of Males in Household,271,Busanda,7,13
Number of Males in Household,271,Busanda,2,190
Number of Males in Household,271,Busanda,1,111
Number of Males in Household,271,Busanda,10,0
Number of Males in Household,271,Busanda,12,0
Number of Males in Household,271,Busanda,18,0
Number of Males in Household,271,Busanda,5,121
Number of Males in Household,271,Busanda,3,184
Number of Males in Household,271,Busanda,16,0
Number of Males in Household,271,Busanda,9,0
Number of Males in Household,271,Busanda,22,0
Number of Males in Household,271,Busanda,21,0
Number of Males in Household,271,Busanda,19,0
Number of Males in Household,271,Busanda,23,0
Number of Males in Household,271,Busanda,4,194
Number of Males in Household,071,Butinzya,,96
Number of Males in Household,071,Butinzya,25,0
Number of Males in Household,071,Butinzya,13,10
Number of Males in Household,071,Butinzya,20,5
Number of Males in Household,071,Butinzya,6,539
Number of Males in Household,071,Butinzya,8,157
Number of Males in Household,071,Butinzya,14,30
Number of Males in Household,071,Butinzya,11,40
Number of Males in Household,071,Butinzya,24,0
Number of Males in Household,071,Butinzya,17,0
Number of Males in Household,071,Butinzya,15,0
Number of Males in Household,071,Butinzya,7,215
Number of Males in Household,071,Butinzya,2,1694
Number of Males in Household,071,Butinzya,1,813
Number of Males in Household,071,Butinzya,10,17
Number of Males in Household,071,Butinzya,12,15
Number of Males in Household,071,Butinzya,18,0
Number of Males in Household,071,Butinzya,5,815
Number of Males in Household,071,Butinzya,3,1783
Number of Males in Household,071,Butinzya,16,0
Number of Males in Household,071,Butinzya,9,69
Number of Males in Household,071,Butinzya,22,0
Number of Males in Household,071,Butinzya,21,6
Number of Males in Household,071,Butinzya,19,0
Number of Males in Household,071,Butinzya,23,0
Number of Males in Household,071,Butinzya,4,1414
Number of Males in Household,293,Kiwira,,3
Number of Males in Household,293,Kiwira,25,0
Number of Males in Household,293,Kiwira,13,0
Number of Males in Household,293,Kiwira,20,0
Number of Males in Household,293,Kiwira,6,0
Number of Males in Household,293,Kiwira,8,0
Number of Males in Household,293,Kiwira,14,0
Number of Males in Household,293,Kiwira,11,0
Number of Males in Household,293,Kiwira,24,0
Number of Males in Household,293,Kiwira,17,0
Number of Males in Household,293,Kiwira,15,0
Number of Males in Household,293,Kiwira,7,0
Number of Males in Household,293,Kiwira,2,29
Number of Males in Household,293,Kiwira,1,20
Number of Males in Household,293,Kiwira,10,0
Number of Males in Household,293,Kiwira,12,0
Number of Males in Household,293,Kiwira,18,0
Number of Males in Household,293,Kiwira,5,5
Number of Males in Household,293,Kiwira,3,14
Number of Males in Household,293,Kiwira,16,0
Number of Males in Household,293,Kiwira,9,0
Number of Males in Household,293,Kiwira,22,0
Number of Males in Household,293,Kiwira,21,0
Number of Males in Household,293,Kiwira,19,0
Number of Males in Household,293,Kiwira,23,0
Number of Males in Household,293,Kiwira,4,17
Number of Males in Household,083,Lamadi,,49
Number of Males in Household,083,Lamadi,25,0
Number of Males in Household,083,Lamadi,13,0
Number of Males in Household,083,Lamadi,20,0
Number of Males in Household,083,Lamadi,6,73
Number of Males in Household,083,Lamadi,8,8
Number of Males in Household,083,Lamadi,14,0
Number of Males in Household,083,Lamadi,11,0
Number of Males in Household,083,Lamadi,24,0
Number of Males in Household,083,Lamadi,17,0
Number of Males in Household,083,Lamadi,15,12
Number of Males in Household,083,Lamadi,7,30
Number of Males in Household,083,Lamadi,2,487
Number of Males in Household,083,Lamadi,1,230
Number of Males in Household,083,Lamadi,10,0
Number of Males in Household,083,Lamadi,12,0
Number of Males in Household,083,Lamadi,18,0
Number of Males in Household,083,Lamadi,5,181
Number of Males in Household,083,Lamadi,3,540
Number of Males in Household,083,Lamadi,16,0
Number of Males in Household,083,Lamadi,9,7
Number of Males in Household,083,Lamadi,22,0
Number of Males in Household,083,Lamadi,21,0
Number of Males in Household,083,Lamadi,19,0
Number of Males in Household,083,Lamadi,23,0
Number of Males in Household,083,Lamadi,4,312
Number of Males in Household,372,Ipagala,,0
Number of Males in Household,372,Ipagala,25,0
Number of Males in Household,372,Ipagala,13,0
Number of Males in Household,372,Ipagala,20,0
Number of Males in Household,372,Ipagala,6,0
Number of Males in Household,372,Ipagala,8,0
Number of Males in Household,372,Ipagala,14,0
Number of Males in Household,372,Ipagala,11,0
Number of Males in Household,372,Ipagala,24,0
Number of Males in Household,372,Ipagala,17,0
Number of Males in Household,372,Ipagala,15,0
Number of Males in Household,372,Ipagala,7,0
Number of Males in Household,372,Ipagala,2,8
Number of Males in Household,372,Ipagala,1,1
Number of Males in Household,372,Ipagala,10,0
Number of Males in Household,372,Ipagala,12,0
Number of Males in Household,372,Ipagala,18,0
Number of Males in Household,372,Ipagala,5,4
Number of Males in Household,372,Ipagala,3,1
Number of Males in Household,372,Ipagala,16,0
Number of Males in Household,372,Ipagala,9,0
Number of Males in Household,372,Ipagala,22,0
Number of Males in Household,372,Ipagala,21,0
Number of Males in Household,372,Ipagala,19,0
Number of Males in Household,372,Ipagala,23,0
Number of Males in Household,372,Ipagala,4,9
Number of Males in Household,043,Uyovu,,44
Number of Males in Household,043,Uyovu,25,0
Number of Males in Household,043,Uyovu,13,0
Number of Males in Household,043,Uyovu,20,0
Number of Males in Household,043,Uyovu,6,92
Number of Males in Household,043,Uyovu,8,28
Number of Males in Household,043,Uyovu,14,0
Number of Males in Household,043,Uyovu,11,0
Number of Males in Household,043,Uyovu,24,0
Number of Males in Household,043,Uyovu,17,15
Number of Males in Household,043,Uyovu,15,0
Number of Males in Household,043,Uyovu,7,23
Number of Males in Household,043,Uyovu,2,492
Number of Males in Household,043,Uyovu,1,240
Number of Males in Household,043,Uyovu,10,0
Number of Males in Household,043,Uyovu,12,7
Number of Males in Household,043,Uyovu,18,0
Number of Males in Household,043,Uyovu,5,184
Number of Males in Household,043,Uyovu,3,421
Number of Males in Household,043,Uyovu,16,0
Number of Males in Household,043,Uyovu,9,13
Number of Males in Household,043,Uyovu,22,0
Number of Males in Household,043,Uyovu,21,0
Number of Males in Household,043,Uyovu,19,0
Number of Males in Household,043,Uyovu,23,0
Number of Males in Household,043,Uyovu,4,259
Number of Males in Household,183,Buseresere,,28
Number of Males in Household,183,Buseresere,25,0
Number of Males in Household,183,Buseresere,13,0
Number of Males in Household,183,Buseresere,20,0
Number of Males in Household,183,Buseresere,6,51
Number of Males in Household,183,Buseresere,8,22
Number of Males in Household,183,Buseresere,14,0
Number of Males in Household,183,Buseresere,11,5
Number of Males in Household,183,Buseresere,24,0
Number of Males in Household,183,Buseresere,17,0
Number of Males in Household,183,Buseresere,15,0
Number of Males in Household,183,Buseresere,7,17
Number of Males in Household,183,Buseresere,2,272
Number of Males in Household,183,Buseresere,1,112
Number of Males in Household,183,Buseresere,10,8
Number of Males in Household,183,Buseresere,12,0
Number of Males in Household,183,Buseresere,18,15
Number of Males in Household,183,Buseresere,5,82
Number of Males in Household,183,Buseresere,3,299
Number of Males in Household,183,Buseresere,16,0
Number of Males in Household,183,Buseresere,9,15
Number of Males in Household,183,Buseresere,22,0
Number of Males in Household,183,Buseresere,21,0
Number of Males in Household,183,Buseresere,19,0
Number of Males in Household,183,Buseresere,23,0
Number of Males in Household,183,Buseresere,4,153
Number of Males in Household,161,Nyarutembo,,62
Number of Males in Household,161,Nyarutembo,25,0
Number of Males in Household,161,Nyarutembo,13,12
Number of Males in Household,161,Nyarutembo,20,0
Number of Males in Household,161,Nyarutembo,6,291
Number of Males in Household,161,Nyarutembo,8,95
Number of Males in Household,161,Nyarutembo,14,0
Number of Males in Household,161,Nyarutembo,11,7
Number of Males in Household,161,Nyarutembo,24,0
Number of Males in Household,161,Nyarutembo,17,0
Number of Males in Household,161,Nyarutembo,15,0
Number of Males in Household,161,Nyarutembo,7,123
Number of Males in Household,161,Nyarutembo,2,993
Number of Males in Household,161,Nyarutembo,1,377
Number of Males in Household,161,Nyarutembo,10,52
Number of Males in Household,161,Nyarutembo,12,3
Number of Males in Household,161,Nyarutembo,18,0
Number of Males in Household,161,Nyarutembo,5,541
Number of Males in Household,161,Nyarutembo,3,1045
Number of Males in Household,161,Nyarutembo,16,0
Number of Males in Household,161,Nyarutembo,9,60
Number of Males in Household,161,Nyarutembo,22,0
Number of Males in Household,161,Nyarutembo,21,0
Number of Males in Household,161,Nyarutembo,19,0
Number of Males in Household,161,Nyarutembo,23,0
Number of Males in Household,161,Nyarutembo,4,738
Number of Males in Household,232,Sabasaba,,13
Number of Males in Household,232,Sabasaba,25,0
Number of Males in Household,232,Sabasaba,13,0
Number of Males in Household,232,Sabasaba,20,0
Number of Males in Household,232,Sabasaba,6,1
Number of Males in Household,232,Sabasaba,8,0
Number of Males in Household,232,Sabasaba,14,2
Number of Males in Household,232,Sabasaba,11,0
Number of Males in Household,232,Sabasaba,24,0
Number of Males in Household,232,Sabasaba,17,0
Number of Males in Household,232,Sabasaba,15,0
Number of Males in Household,232,Sabasaba,7,0
Number of Males in Household,232,Sabasaba,2,53
Number of Males in Household,232,Sabasaba,1,35
Number of Males in Household,232,Sabasaba,10,0
Number of Males in Household,232,Sabasaba,12,0
Number of Males in Household,232,Sabasaba,18,0
Number of Males in Household,232,Sabasaba,5,8
Number of Males in Household,232,Sabasaba,3,45
Number of Males in Household,232,Sabasaba,16,0
Number of Males in Household,232,Sabasaba,9,0
Number of Males in Household,232,Sabasaba,22,0
Number of Males in Household,232,Sabasaba,21,0
Number of Males in Household,232,Sabasaba,19,0
Number of Males in Household,232,Sabasaba,23,0
Number of Males in Household,232,Sabasaba,4,10
Number of Males in Household,051,Busonzo,,118
Number of Males in Household,051,Busonzo,25,0
Number of Males in Household,051,Busonzo,13,0
Number of Males in Household,051,Busonzo,20,0
Number of Males in Household,051,Busonzo,6,350
Number of Males in Household,051,Busonzo,8,128
Number of Males in Household,051,Busonzo,14,0
Number of Males in Household,051,Busonzo,11,14
Number of Males in Household,051,Busonzo,24,0
Number of Males in Household,051,Busonzo,17,0
Number of Males in Household,051,Busonzo,15,0
Number of Males in Household,051,Busonzo,7,173
Number of Males in Household,051,Busonzo,2,1594
Number of Males in Household,051,Busonzo,1,660
Number of Males in Household,051,Busonzo,10,31
Number of Males in Household,051,Busonzo,12,22
Number of Males in Household,051,Busonzo,18,0
Number of Males in Household,051,Busonzo,5,846
Number of Males in Household,051,Busonzo,3,1614
Number of Males in Household,051,Busonzo,16,0
Number of Males in Household,051,Busonzo,9,102
Number of Males in Household,051,Busonzo,22,0
Number of Males in Household,051,Busonzo,21,0
Number of Males in Household,051,Busonzo,19,0
Number of Males in Household,051,Busonzo,23,0
Number of Males in Household,051,Busonzo,4,1234
Number of Males in Household,021,Bwongera,,138
Number of Males in Household,021,Bwongera,25,0
Number of Males in Household,021,Bwongera,13,18
Number of Males in Household,021,Bwongera,20,0
Number of Males in Household,021,Bwongera,6,456
Number of Males in Household,021,Bwongera,8,160
Number of Males in Household,021,Bwongera,14,0
Number of Males in Household,021,Bwongera,11,65
Number of Males in Household,021,Bwongera,24,0
Number of Males in Household,021,Bwongera,17,15
Number of Males in Household,021,Bwongera,15,0
Number of Males in Household,021,Bwongera,7,252
Number of Males in Household,021,Bwongera,2,1622
Number of Males in Household,021,Bwongera,1,818
Number of Males in Household,021,Bwongera,10,50
Number of Males in Household,021,Bwongera,12,24
Number of Males in Household,021,Bwongera,18,0
Number of Males in Household,021,Bwongera,5,829
Number of Males in Household,021,Bwongera,3,1572
Number of Males in Household,021,Bwongera,16,0
Number of Males in Household,021,Bwongera,9,46
Number of Males in Household,021,Bwongera,22,0
Number of Males in Household,021,Bwongera,21,0
Number of Males in Household,021,Bwongera,19,0
Number of Males in Household,021,Bwongera,23,0
Number of Males in Household,021,Bwongera,4,1440
Number of Males in Household,331,Kishinda,,0
Number of Males in Household,331,Kishinda,25,0
Number of Males in Household,331,Kishinda,13,0
Number of Males in Household,331,Kishinda,20,0
Number of Males in Household,331,Kishinda,6,0
Number of Males in Household,331,Kishinda,8,0
Number of Males in Household,331,Kishinda,14,0
Number of Males in Household,331,Kishinda,11,0
Number of Males in Household,331,Kishinda,24,0
Number of Males in Household,331,Kishinda,17,0
Number of Males in Household,331,Kishinda,15,0
Number of Males in Household,331,Kishinda,7,3
Number of Males in Household,331,Kishinda,2,27
Number of Males in Household,331,Kishinda,1,12
Number of Males in Household,331,Kishinda,10,7
Number of Males in Household,331,Kishinda,12,0
Number of Males in Household,331,Kishinda,18,0
Number of Males in Household,331,Kishinda,5,13
Number of Males in Household,331,Kishinda,3,31
Number of Males in Household,331,Kishinda,16,0
Number of Males in Household,331,Kishinda,9,0
Number of Males in Household,331,Kishinda,22,0
Number of Males in Household,331,Kishinda,21,0
Number of Males in Household,331,Kishinda,19,0
Number of Males in Household,331,Kishinda,23,0
Number of Males in Household,331,Kishinda,4,41
Number of Males in Household,353,Nakayaya,,2
Number of Males in Household,353,Nakayaya,25,0
Number of Males in Household,353,Nakayaya,13,0
Number of Males in Household,353,Nakayaya,20,0
Number of Males in Household,353,Nakayaya,6,0
Number of Males in Household,353,Nakayaya,8,0
Number of Males in Household,353,Nakayaya,14,0
Number of Males in Household,353,Nakayaya,11,0
Number of Males in Household,353,Nakayaya,24,0
Number of Males in Household,353,Nakayaya,17,0
Number of Males in Household,353,Nakayaya,15,0
Number of Males in Household,353,Nakayaya,7,0
Number of Males in Household,353,Nakayaya,2,33
Number of Males in Household,353,Nakayaya,1,8
Number of Males in Household,353,Nakayaya,10,0
Number of Males in Household,353,Nakayaya,12,0
Number of Males in Household,353,Nakayaya,18,0
Number of Males in Household,353,Nakayaya,5,9
Number of Males in Household,353,Nakayaya,3,28
Number of Males in Household,353,Nakayaya,16,0
Number of Males in Household,353,Nakayaya,9,0
Number of Males in Household,353,Nakayaya,22,0
Number of Males in Household,353,Nakayaya,21,0
Number of Males in Household,353,Nakayaya,19,0
Number of Males in Household,353,Nakayaya,23,0
Number of Males in Household,353,Nakayaya,4,15
Number of Males in Household,061,Kachwamba,,154
Number of Males in Household,061,Kachwamba,25,15
Number of Males in Household,061,Kachwamba,13,0
Number of Males in Household,061,Kachwamba,20,0
Number of Males in Household,061,Kachwamba,6,567
Number of Males in Household,061,Kachwamba,8,247
Number of Males in Household,061,Kachwamba,14,18
Number of Males in Household,061,Kachwamba,11,63
Number of Males in Household,061,Kachwamba,24,0
Number of Males in Household,061,Kachwamba,17,0
Number of Males in Household,061,Kachwamba,15,29
Number of Males in Household,061,Kachwamba,7,329
Number of Males in Household,061,Kachwamba,2,1667
Number of Males in Household,061,Kachwamba,1,893
Number of Males in Household,061,Kachwamba,10,56
Number of Males in Household,061,Kachwamba,12,30
Number of Males in Household,061,Kachwamba,18,0
Number of Males in Household,061,Kachwamba,5,1258
Number of Males in Household,061,Kachwamba,3,2141
Number of Males in Household,061,Kachwamba,16,10
Number of Males in Household,061,Kachwamba,9,143
Number of Males in Household,061,Kachwamba,22,0
Number of Males in Household,061,Kachwamba,21,0
Number of Males in Household,061,Kachwamba,19,15
Number of Males in Household,061,Kachwamba,23,0
Number of Males in Household,061,Kachwamba,4,1710
Number of Males in Household,113,Bwina,,15
Number of Males in Household,113,Bwina,25,0
Number of Males in Household,113,Bwina,13,0
Number of Males in Household,113,Bwina,20,0
Number of Males in Household,113,Bwina,6,112
Number of Males in Household,113,Bwina,8,35
Number of Males in Household,113,Bwina,14,0
Number of Males in Household,113,Bwina,11,8
Number of Males in Household,113,Bwina,24,0
Number of Males in Household,113,Bwina,17,4
Number of Males in Household,113,Bwina,15,0
Number of Males in Household,113,Bwina,7,38
Number of Males in Household,113,Bwina,2,364
Number of Males in Household,113,Bwina,1,134
Number of Males in Household,113,Bwina,10,0
Number of Males in Household,113,Bwina,12,12
Number of Males in Household,113,Bwina,18,0
Number of Males in Household,113,Bwina,5,177
Number of Males in Household,113,Bwina,3,369
Number of Males in Household,113,Bwina,16,0
Number of Males in Household,113,Bwina,9,19
Number of Males in Household,113,Bwina,22,0
Number of Males in Household,113,Bwina,21,0
Number of Males in Household,113,Bwina,19,0
Number of Males in Household,113,Bwina,23,0
Number of Males in Household,113,Bwina,4,262
Number of Males in Household,292,Makongolosi,,6
Number of Males in Household,292,Makongolosi,25,0
Number of Males in Household,292,Makongolosi,13,0
Number of Males in Household,292,Makongolosi,20,0
Number of Males in Household,292,Makongolosi,6,0
Number of Males in Household,292,Makongolosi,8,0
Number of Males in Household,292,Makongolosi,14,0
Number of Males in Household,292,Makongolosi,11,0
Number of Males in Household,292,Makongolosi,24,0
Number of Males in Household,292,Makongolosi,17,0
Number of Males in Household,292,Makongolosi,15,0
Number of Males in Household,292,Makongolosi,7,3
Number of Males in Household,292,Makongolosi,2,28
Number of Males in Household,292,Makongolosi,1,11
Number of Males in Household,292,Makongolosi,10,0
Number of Males in Household,292,Makongolosi,12,0
Number of Males in Household,292,Makongolosi,18,0
Number of Males in Household,292,Makongolosi,5,0
Number of Males in Household,292,Makongolosi,3,33
Number of Males in Household,292,Makongolosi,16,0
Number of Males in Household,292,Makongolosi,9,0
Number of Males in Household,292,Makongolosi,22,0
Number of Males in Household,292,Makongolosi,21,0
Number of Males in Household,292,Makongolosi,19,0
Number of Males in Household,292,Makongolosi,23,0
Number of Males in Household,292,Makongolosi,4,11
Number of Males in Household,362,Msasani,,2
Number of Males in Household,362,Msasani,25,0
Number of Males in Household,362,Msasani,13,0
Number of Males in Household,362,Msasani,20,0
Number of Males in Household,362,Msasani,6,0
Number of Males in Household,362,Msasani,8,0
Number of Males in Household,362,Msasani,14,0
Number of Males in Household,362,Msasani,11,0
Number of Males in Household,362,Msasani,24,0
Number of Males in Household,362,Msasani,17,0
Number of Males in Household,362,Msasani,15,0
Number of Males in Household,362,Msasani,7,0
Number of Males in Household,362,Msasani,2,1
Number of Males in Household,362,Msasani,1,14
Number of Males in Household,362,Msasani,10,0
Number of Males in Household,362,Msasani,12,0
Number of Males in Household,362,Msasani,18,0
Number of Males in Household,362,Msasani,5,0
Number of Males in Household,362,Msasani,3,4
Number of Males in Household,362,Msasani,16,0
Number of Males in Household,362,Msasani,9,0
Number of Males in Household,362,Msasani,22,0
Number of Males in Household,362,Msasani,21,0
Number of Males in Household,362,Msasani,19,0
Number of Males in Household,362,Msasani,23,0
Number of Males in Household,362,Msasani,4,0
Number of Males in Household,192,Katubuka,,11
Number of Males in Household,192,Katubuka,25,0
Number of Males in Household,192,Katubuka,13,0
Number of Males in Household,192,Katubuka,20,0
Number of Males in Household,192,Katubuka,6,27
Number of Males in Household,192,Katubuka,8,0
Number of Males in Household,192,Katubuka,14,0
Number of Males in Household,192,Katubuka,11,0
Number of Males in Household,192,Katubuka,24,0
Number of Males in Household,192,Katubuka,17,0
Number of Males in Household,192,Katubuka,15,0
Number of Males in Household,192,Katubuka,7,28
Number of Males in Household,192,Katubuka,2,197
Number of Males in Household,192,Katubuka,1,84
Number of Males in Household,192,Katubuka,10,6
Number of Males in Household,192,Katubuka,12,0
Number of Males in Household,192,Katubuka,18,0
Number of Males in Household,192,Katubuka,5,62
Number of Males in Household,192,Katubuka,3,211
Number of Males in Household,192,Katubuka,16,0
Number of Males in Household,192,Katubuka,9,8
Number of Males in Household,192,Katubuka,22,0
Number of Males in Household,192,Katubuka,21,0
Number of Males in Household,192,Katubuka,19,0
Number of Males in Household,192,Katubuka,23,0
Number of Males in Household,192,Katubuka,4,93
Number of Males in Household,351,Kashasha,,1
Number of Males in Household,351,Kashasha,25,0
Number of Males in Household,351,Kashasha,13,0
Number of Males in Household,351,Kashasha,20,0
Number of Males in Household,351,Kashasha,6,5
Number of Males in Household,351,Kashasha,8,0
Number of Males in Household,351,Kashasha,14,0
Number of Males in Household,351,Kashasha,11,0
Number of Males in Household,351,Kashasha,24,0
Number of Males in Household,351,Kashasha,17,0
Number of Males in Household,351,Kashasha,15,0
Number of Males in Household,351,Kashasha,7,10
Number of Males in Household,351,Kashasha,2,21
Number of Males in Household,351,Kashasha,1,18
Number of Males in Household,351,Kashasha,10,0
Number of Males in Household,351,Kashasha,12,0
Number of Males in Household,351,Kashasha,18,0
Number of Males in Household,351,Kashasha,5,7
Number of Males in Household,351,Kashasha,3,28
Number of Males in Household,351,Kashasha,16,0
Number of Males in Household,351,Kashasha,9,0
Number of Males in Household,351,Kashasha,22,0
Number of Males in Household,351,Kashasha,21,0
Number of Males in Household,351,Kashasha,19,0
Number of Males in Household,351,Kashasha,23,0
Number of Males in Household,351,Kashasha,4,19
Number of Males in Household,341,Mtakuja,,7
Number of Males in Household,341,Mtakuja,25,0
Number of Males in Household,341,Mtakuja,13,0
Number of Males in Household,341,Mtakuja,20,0
Number of Males in Household,341,Mtakuja,6,11
Number of Males in Household,341,Mtakuja,8,4
Number of Males in Household,341,Mtakuja,14,0
Number of Males in Household,341,Mtakuja,11,0
Number of Males in Household,341,Mtakuja,24,0
Number of Males in Household,341,Mtakuja,17,0
Number of Males in Household,341,Mtakuja,15,0
Number of Males in Household,341,Mtakuja,7,27
Number of Males in Household,341,Mtakuja,2,47
Number of Males in Household,341,Mtakuja,1,23
Number of Males in Household,341,Mtakuja,10,3
Number of Males in Household,341,Mtakuja,12,11
Number of Males in Household,341,Mtakuja,18,0
Number of Males in Household,341,Mtakuja,5,38
Number of Males in Household,341,Mtakuja,3,54
Number of Males in Household,341,Mtakuja,16,0
Number of Males in Household,341,Mtakuja,9,0
Number of Males in Household,341,Mtakuja,22,0
Number of Males in Household,341,Mtakuja,21,0
Number of Males in Household,341,Mtakuja,19,0
Number of Males in Household,341,Mtakuja,23,0
Number of Males in Household,341,Mtakuja,4,29
Number of Males in Household,253,Nyalikungu,,2
Number of Males in Household,253,Nyalikungu,25,0
Number of Males in Household,253,Nyalikungu,13,0
Number of Males in Household,253,Nyalikungu,20,0
Number of Males in Household,253,Nyalikungu,6,6
Number of Males in Household,253,Nyalikungu,8,3
Number of Males in Household,253,Nyalikungu,14,0
Number of Males in Household,253,Nyalikungu,11,0
Number of Males in Household,253,Nyalikungu,24,0
Number of Males in Household,253,Nyalikungu,17,0
Number of Males in Household,253,Nyalikungu,15,0
Number of Males in Household,253,Nyalikungu,7,14
Number of Males in Household,253,Nyalikungu,2,40
Number of Males in Household,253,Nyalikungu,1,27
Number of Males in Household,253,Nyalikungu,10,0
Number of Males in Household,253,Nyalikungu,12,0
Number of Males in Household,253,Nyalikungu,18,0
Number of Males in Household,253,Nyalikungu,5,22
Number of Males in Household,253,Nyalikungu,3,58
Number of Males in Household,253,Nyalikungu,16,0
Number of Males in Household,253,Nyalikungu,9,0
Number of Males in Household,253,Nyalikungu,22,0
Number of Males in Household,253,Nyalikungu,21,0
Number of Males in Household,253,Nyalikungu,19,0
Number of Males in Household,253,Nyalikungu,23,0
Number of Males in Household,253,Nyalikungu,4,51
