Question,Location Name,Answer,Count
Number of Males in Household,Itilima,19,0.0
Number of Males in Household,Kibaha Urban,14,0.0
Number of Males in Household,Kibaha Urban,2,1483.858970
Number of Males in Household,Kibaha Urban,5,343.721590
Number of Males in Household,Kibaha Urban,9,0.0
Number of Males in Household,Kibaha Urban,23,0.0
Number of Males in Household,Kibaha Urban,16,0.0
Number of Males in Household,Kibaha Urban,24,0.0
Number of Males in Household,Kibaha Urban,12,0.0
Number of Males in Household,Kibaha Urban,4,662.038590
Number of Males in Household,Kibaha Urban,22,0.0
Number of Males in Household,Kibaha Urban,7,180.285710
Number of Males in Household,Kibaha Urban,6,106.192310
Number of Males in Household,Kibaha Urban,21,0.0
Number of Males in Household,Kibaha Urban,3,1156.561730
Number of Males in Household,Kibaha Urban,1,565.150540
Number of Males in Household,Kibaha Urban,13,0.0
Number of Males in Household,Kibaha Urban,11,0.0
Number of Males in Household,Kibaha Urban,25,0.0
Number of Males in Household,Kibaha Urban,17,0.0
Number of Males in Household,Kibaha Urban,10,0.0
Number of Males in Household,Kibaha Urban,15,0.0
Number of Males in Household,Kibaha Urban,20,0.0
Number of Males in Household,Kibaha Urban,18,0.0
Number of Males in Household,Kibaha Urban,8,0.0
Number of Males in Household,Kibaha Urban,19,0.0
Number of Males in Household,Mpanda Urban,14,0.0
Number of Males in Household,Mpanda Urban,2,938.020170
Number of Males in Household,Mpanda Urban,5,608.131560
Number of Males in Household,Mpanda Urban,9,91.649480
Number of Males in Household,Mpanda Urban,23,0.0
Number of Males in Household,Mpanda Urban,16,0.0
Number of Males in Household,Mpanda Urban,24,0.0
Number of Males in Household,Mpanda Urban,12,0.0
Number of Males in Household,Mpanda Urban,4,864.514590
Number of Males in Household,Mpanda Urban,22,0.0
Number of Males in Household,Mpanda Urban,7,108.799850
Number of Males in Household,Mpanda Urban,6,295.929330
Number of Males in Household,Mpanda Urban,21,0.0
Number of Males in Household,Mpanda Urban,3,1155.245590
Number of Males in Household,Mpanda Urban,1,552.262630
Number of Males in Household,Mpanda Urban,13,0.0
Number of Males in Household,Mpanda Urban,11,0.0
Number of Males in Household,Mpanda Urban,25,0.0
Number of Males in Household,Mpanda Urban,17,0.0
Number of Males in Household,Mpanda Urban,10,23.779320
Number of Males in Household,Mpanda Urban,15,0.0
Number of Males in Household,Mpanda Urban,20,0.0
Number of Males in Household,Mpanda Urban,18,0.0
Number of Males in Household,Mpanda Urban,8,82.197460
Number of Males in Household,Mpanda Urban,19,0.0
Number of Males in Household,Kiteto,14,0.0
Number of Males in Household,Kiteto,2,2016.344520
Number of Males in Household,Kiteto,5,961.330180
Number of Males in Household,Kiteto,9,99.906650
Number of Males in Household,Kiteto,23,0.0
Number of Males in Household,Kiteto,16,0.0
Number of Males in Household,Kiteto,24,0.0
Number of Males in Household,Kiteto,12,53.788230
Number of Males in Household,Kiteto,4,1833.176000
Number of Males in Household,Kiteto,22,0.0
Number of Males in Household,Kiteto,7,166.003520
Number of Males in Household,Kiteto,6,538.452390
Number of Males in Household,Kiteto,21,0.0
Number of Males in Household,Kiteto,3,2315.417020
Number of Males in Household,Kiteto,1,1098.233640
Number of Males in Household,Kiteto,13,0.0
Number of Males in Household,Kiteto,11,47.811760
Number of Males in Household,Kiteto,25,0.0
Number of Males in Household,Kiteto,17,0.0
Number of Males in Household,Kiteto,10,0.0
Number of Males in Household,Kiteto,15,103.592120
Number of Males in Household,Kiteto,20,0.0
Number of Males in Household,Kiteto,18,0.0
Number of Males in Household,Kiteto,8,166.511030
Number of Males in Household,Kiteto,19,0.0
Number of Males in Household,Masasi Township Authority,14,0.0
Number of Males in Household,Masasi Township Authority,2,1935.910180
Number of Males in Household,Masasi Township Authority,5,276.413480
Number of Males in Household,Masasi Township Authority,9,0.0
Number of Males in Household,Masasi Township Authority,23,0.0
Number of Males in Household,Masasi Township Authority,16,0.0
Number of Males in Household,Masasi Township Authority,24,0.0
Number of Males in Household,Masasi Township Authority,12,0.0
Number of Males in Household,Masasi Township Authority,4,575.405630
Number of Males in Household,Masasi Township Authority,22,0.0
Number of Males in Household,Masasi Township Authority,7,6.726190
Number of Males in Household,Masasi Township Authority,6,36.217950
Number of Males in Household,Masasi Township Authority,21,0.0
Number of Males in Household,Masasi Township Authority,3,1052.393530
Number of Males in Household,Masasi Township Authority,1,1022.103760
Number of Males in Household,Masasi Township Authority,13,0.0
Number of Males in Household,Masasi Township Authority,11,0.0
Number of Males in Household,Masasi Township Authority,25,0.0
Number of Males in Household,Masasi Township Authority,17,0.0
Number of Males in Household,Masasi Township Authority,10,0.0
Number of Males in Household,Masasi Township Authority,15,0.0
Number of Males in Household,Masasi Township Authority,20,0.0
Number of Males in Household,Masasi Township Authority,18,0.0
Number of Males in Household,Masasi Township Authority,8,0.0
Number of Males in Household,Masasi Township Authority,19,0.0
Number of Males in Household,Mbarali,14,11.225000
Number of Males in Household,Mbarali,2,1616.137100
Number of Males in Household,Mbarali,5,465.894340
Number of Males in Household,Mbarali,9,54.877790
Number of Males in Household,Mbarali,23,0.0
Number of Males in Household,Mbarali,16,0.0
Number of Males in Household,Mbarali,24,0.0
Number of Males in Household,Mbarali,12,0.0
Number of Males in Household,Mbarali,4,1127.272150
Number of Males in Household,Mbarali,22,0.0
Number of Males in Household,Mbarali,7,255.858810
Number of Males in Household,Mbarali,6,203.132860
Number of Males in Household,Mbarali,21,74.833350
Number of Males in Household,Mbarali,3,1562.962360
Number of Males in Household,Mbarali,1,880.070900
Number of Males in Household,Mbarali,13,12.828580
Number of Males in Household,Mbarali,11,22.450000
Number of Males in Household,Mbarali,25,0.0
Number of Males in Household,Mbarali,17,0.0
Number of Males in Household,Mbarali,10,92.918070
Number of Males in Household,Mbarali,15,114.744470
Number of Males in Household,Mbarali,20,0.0
Number of Males in Household,Mbarali,18,0.0
Number of Males in Household,Mbarali,8,80.178610
Number of Males in Household,Mbarali,19,0.0
Number of Males in Household,Sengerema,14,6.416090
Number of Males in Household,Sengerema,2,1428.230920
Number of Males in Household,Sengerema,5,2098.962030
Number of Males in Household,Sengerema,9,172.151100
Number of Males in Household,Sengerema,23,0.0
Number of Males in Household,Sengerema,16,0.0
Number of Males in Household,Sengerema,24,0.0
Number of Males in Household,Sengerema,12,124.845700
Number of Males in Household,Sengerema,4,2014.849150
Number of Males in Household,Sengerema,22,0.0
Number of Males in Household,Sengerema,7,497.361470
Number of Males in Household,Sengerema,6,1062.405130
Number of Males in Household,Sengerema,21,0.0
Number of Males in Household,Sengerema,3,1812.181490
Number of Males in Household,Sengerema,1,626.946720
Number of Males in Household,Sengerema,13,0.0
Number of Males in Household,Sengerema,11,0.0
Number of Males in Household,Sengerema,25,25.326700
Number of Males in Household,Sengerema,17,0.0
Number of Males in Household,Sengerema,10,247.286860
Number of Males in Household,Sengerema,15,0.0
Number of Males in Household,Sengerema,20,0.0
Number of Males in Household,Sengerema,18,0.0
Number of Males in Household,Sengerema,8,409.469510
Number of Males in Household,Sengerema,19,0.0
Preschool Attendance,Kigoma Municipal-Ujiji,Never attended preschool,1981.565410
Preschool Attendance,Kigoma Municipal-Ujiji,Currently attending preschool,539.669080
Preschool Attendance,Kigoma Municipal-Ujiji,Attended preschool before joining grade 1,1878.835040
Preschool Attendance,Hanang,Never attended preschool,4172.597170
Preschool Attendance,Hanang,Currently attending preschool,596.459620
Preschool Attendance,Hanang,Attended preschool before joining grade 1,1444.304730
Preschool Attendance,Moshi,Never attended preschool,859.369310
Preschool Attendance,Moshi,Currently attending preschool,679.654590
Preschool Attendance,Moshi,Attended preschool before joining grade 1,2264.116620
Preschool Attendance,Lindi Rural,Never attended preschool,2209.636400
Preschool Attendance,Lindi Rural,Currently attending preschool,479.358760
Preschool Attendance,Lindi Rural,Attended preschool before joining grade 1,2097.649930
Preschool Attendance,Morogoro Urban,Never attended preschool,945.681000
Preschool Attendance,Morogoro Urban,Currently attending preschool,206.914270
Preschool Attendance,Morogoro Urban,Attended preschool before joining grade 1,2575.550640
Preschool Attendance,Korogwe Township Authority,Never attended preschool,1080.394550
Preschool Attendance,Korogwe Township Authority,Currently attending preschool,935.416240
Preschool Attendance,Korogwe Township Authority,Attended preschool before joining grade 1,3223.395890
Preschool Attendance,Chamwino,Never attended preschool,2801.998550
Preschool Attendance,Chamwino,Currently attending preschool,795.156160
Preschool Attendance,Chamwino,Attended preschool before joining grade 1,2028.992720
Preschool Attendance,Rombo,Never attended preschool,854.192150
Preschool Attendance,Rombo,Currently attending preschool,457.154310
Preschool Attendance,Rombo,Attended preschool before joining grade 1,2857.756670
Preschool Attendance,Musoma Municipal,Never attended preschool,1626.831880
Preschool Attendance,Musoma Municipal,Currently attending preschool,1089.885100
Preschool Attendance,Musoma Municipal,Attended preschool before joining grade 1,3699.465000
Preschool Attendance,Makete,Never attended preschool,1138.891460
Preschool Attendance,Makete,Currently attending preschool,686.315930
Preschool Attendance,Makete,Attended preschool before joining grade 1,2205.342820
Preschool Attendance,Uyui,Never attended preschool,3391.032890
Preschool Attendance,Uyui,Currently attending preschool,206.205530
Preschool Attendance,Uyui,Attended preschool before joining grade 1,1320.103310
Preschool Attendance,Serengeti,Never attended preschool,2799.056930
Preschool Attendance,Serengeti,Currently attending preschool,1113.868070
Preschool Attendance,Serengeti,Attended preschool before joining grade 1,2578.542860
Preschool Attendance,Mwanga,Never attended preschool,1285.254940
Preschool Attendance,Mwanga,Currently attending preschool,635.052340
Preschool Attendance,Mwanga,Attended preschool before joining grade 1,2322.965240
Preschool Attendance,Makambako Township Authority,Never attended preschool,981.900160
Preschool Attendance,Makambako Township Authority,Currently attending preschool,660.226160
Preschool Attendance,Makambako Township Authority,Attended preschool before joining grade 1,2791.963560
Preschool Attendance,Mbogwe,Never attended preschool,3757.692730
Preschool Attendance,Mbogwe,Currently attending preschool,699.859590
Preschool Attendance,Mbogwe,Attended preschool before joining grade 1,1970.398710
Preschool Attendance,Magu,Never attended preschool,5221.466910
Preschool Attendance,Magu,Currently attending preschool,1070.370540
Preschool Attendance,Magu,Attended preschool before joining grade 1,3972.153650
Preschool Attendance,Ngorongoro,Never attended preschool,2949.047240
Preschool Attendance,Ngorongoro,Currently attending preschool,687.116650
Preschool Attendance,Ngorongoro,Attended preschool before joining grade 1,1114.951790
Preschool Attendance,Uvinza,Never attended preschool,2526.415090
Preschool Attendance,Uvinza,Currently attending preschool,327.178220
Preschool Attendance,Uvinza,Attended preschool before joining grade 1,1177.838450
Preschool Attendance,Ikungi,Never attended preschool,2076.103160
Preschool Attendance,Ikungi,Currently attending preschool,692.778070
Preschool Attendance,Ikungi,Attended preschool before joining grade 1,2604.488260
Preschool Attendance,Kilindi,Never attended preschool,3694.315520
Preschool Attendance,Kilindi,Currently attending preschool,420.025760
Preschool Attendance,Kilindi,Attended preschool before joining grade 1,1477.846040
Preschool Attendance,Mbozi,Never attended preschool,1214.853420
Preschool Attendance,Mbozi,Currently attending preschool,426.248990
Preschool Attendance,Mbozi,Attended preschool before joining grade 1,2338.176770
Preschool Attendance,Bahi,Never attended preschool,1393.113750
Preschool Attendance,Bahi,Currently attending preschool,656.904640
Preschool Attendance,Bahi,Attended preschool before joining grade 1,2497.557710
Preschool Attendance,Nkasi,Never attended preschool,2496.567110
Preschool Attendance,Nkasi,Currently attending preschool,459.177320
Preschool Attendance,Nkasi,Attended preschool before joining grade 1,1388.446630
Preschool Attendance,Mtwara Urban,Never attended preschool,1102.948140
Preschool Attendance,Mtwara Urban,Currently attending preschool,542.817960
Preschool Attendance,Mtwara Urban,Attended preschool before joining grade 1,2527.927030
Preschool Attendance,Kilolo,Never attended preschool,1108.047130
Preschool Attendance,Kilolo,Currently attending preschool,643.106680
Preschool Attendance,Kilolo,Attended preschool before joining grade 1,2654.811190
Preschool Attendance,Monduli,Never attended preschool,1902.956000
Preschool Attendance,Monduli,Currently attending preschool,350.711550
Preschool Attendance,Monduli,Attended preschool before joining grade 1,1861.419640
Preschool Attendance,Misungwi,Never attended preschool,3090.725540
Preschool Attendance,Misungwi,Currently attending preschool,553.896980
Preschool Attendance,Misungwi,Attended preschool before joining grade 1,1170.763070
Preschool Attendance,Nyamagana,Never attended preschool,2121.333720
Preschool Attendance,Nyamagana,Currently attending preschool,1073.957470
Preschool Attendance,Nyamagana,Attended preschool before joining grade 1,3173.222440
Preschool Attendance,Sumbawanga Rural,Never attended preschool,2316.334210
Preschool Attendance,Sumbawanga Rural,Currently attending preschool,392.989500
Preschool Attendance,Sumbawanga Rural,Attended preschool before joining grade 1,1497.591150
Preschool Attendance,Moshi Municipal,Never attended preschool,1249.769000
Preschool Attendance,Moshi Municipal,Currently attending preschool,859.607680
Preschool Attendance,Moshi Municipal,Attended preschool before joining grade 1,2130.403900
Preschool Attendance,Mafia,Never attended preschool,2035.194340
Preschool Attendance,Mafia,Currently attending preschool,267.174640
Preschool Attendance,Mafia,Attended preschool before joining grade 1,956.973760
Preschool Attendance,Kasulu,Never attended preschool,2463.526730
Preschool Attendance,Kasulu,Currently attending preschool,468.501120
Preschool Attendance,Kasulu,Attended preschool before joining grade 1,1319.042460
Preschool Attendance,Mafinga Township Authority,Never attended preschool,967.964850
Preschool Attendance,Mafinga Township Authority,Currently attending preschool,709.281630
Preschool Attendance,Mafinga Township Authority,Attended preschool before joining grade 1,2918.634550
Preschool Attendance,Meru,Never attended preschool,1294.006650
Preschool Attendance,Meru,Currently attending preschool,730.546160
Preschool Attendance,Meru,Attended preschool before joining grade 1,2429.231980
Preschool Attendance,Pangani,Never attended preschool,2957.180200
Preschool Attendance,Pangani,Currently attending preschool,1114.438160
Preschool Attendance,Pangani,Attended preschool before joining grade 1,2359.263770
Preschool Attendance,Tabora Urban,Never attended preschool,1178.167010
Preschool Attendance,Tabora Urban,Currently attending preschool,516.307590
Preschool Attendance,Tabora Urban,Attended preschool before joining grade 1,1438.204940
Preschool Attendance,Njombe Rural,Never attended preschool,1306.629690
Preschool Attendance,Njombe Rural,Currently attending preschool,631.012530
Preschool Attendance,Njombe Rural,Attended preschool before joining grade 1,2272.440780
Preschool Attendance,Kisarawe,Never attended preschool,2058.593440
Preschool Attendance,Kisarawe,Currently attending preschool,547.145040
Preschool Attendance,Kisarawe,Attended preschool before joining grade 1,2520.546560
Preschool Attendance,Kyerwa,Never attended preschool,1465.414530
Preschool Attendance,Kyerwa,Currently attending preschool,639.643560
Preschool Attendance,Kyerwa,Attended preschool before joining grade 1,1724.182920
Preschool Attendance,Same,Never attended preschool,1667.989730
Preschool Attendance,Same,Currently attending preschool,792.201020
Preschool Attendance,Same,Attended preschool before joining grade 1,4331.186770
Preschool Attendance,Mufindi,Never attended preschool,922.774200
Preschool Attendance,Mufindi,Currently attending preschool,358.154040
Preschool Attendance,Mufindi,Attended preschool before joining grade 1,2831.376400
Preschool Attendance,Tunduma,Never attended preschool,1144.704080
Preschool Attendance,Tunduma,Currently attending preschool,393.231160
Preschool Attendance,Tunduma,Attended preschool before joining grade 1,1699.660400
Preschool Attendance,Handeni Township Authority,Never attended preschool,3647.064370
Preschool Attendance,Handeni Township Authority,Currently attending preschool,806.573380
Preschool Attendance,Handeni Township Authority,Attended preschool before joining grade 1,2300.449490
Preschool Attendance,Rorya,Never attended preschool,2555.965540
Preschool Attendance,Rorya,Currently attending preschool,941.335900
Preschool Attendance,Rorya,Attended preschool before joining grade 1,3050.861250
Preschool Attendance,Kwimba,Never attended preschool,3700.298270
Preschool Attendance,Kwimba,Currently attending preschool,324.719230
Preschool Attendance,Kwimba,Attended preschool before joining grade 1,1900.291780
Preschool Attendance,Kakonko,Never attended preschool,1567.143790
Preschool Attendance,Kakonko,Currently attending preschool,339.706350
Preschool Attendance,Kakonko,Attended preschool before joining grade 1,850.601620
Preschool Attendance,Ukerewe,Never attended preschool,2941.654270
Preschool Attendance,Ukerewe,Currently attending preschool,974.245310
Preschool Attendance,Ukerewe,Attended preschool before joining grade 1,3668.981760
Preschool Attendance,Arusha,Never attended preschool,1428.866540
Preschool Attendance,Arusha,Currently attending preschool,847.923180
Preschool Attendance,Arusha,Attended preschool before joining grade 1,2980.218660
Preschool Attendance,Longido,Never attended preschool,2694.388310
Preschool Attendance,Longido,Currently attending preschool,1019.486710
Preschool Attendance,Longido,Attended preschool before joining grade 1,1672.821630
Preschool Attendance,Kahama,Never attended preschool,3771.627640
Preschool Attendance,Kahama,Currently attending preschool,412.825930
Preschool Attendance,Kahama,Attended preschool before joining grade 1,1206.913400
Preschool Attendance,Missenyi,Never attended preschool,686.553060
Preschool Attendance,Missenyi,Currently attending preschool,383.967840
Preschool Attendance,Missenyi,Attended preschool before joining grade 1,2100.014970
Preschool Attendance,Njombe Urban,Never attended preschool,1268.102290
Preschool Attendance,Njombe Urban,Currently attending preschool,620.492760
Preschool Attendance,Njombe Urban,Attended preschool before joining grade 1,2434.367770
Preschool Attendance,Kasulu Township Authority,Never attended preschool,1879.509060
Preschool Attendance,Kasulu Township Authority,Currently attending preschool,341.947030
Preschool Attendance,Kasulu Township Authority,Attended preschool before joining grade 1,1376.466040
Preschool Attendance,Hai,Never attended preschool,912.430960
Preschool Attendance,Hai,Currently attending preschool,549.830730
Preschool Attendance,Hai,Attended preschool before joining grade 1,2178.752370
Preschool Attendance,Kaliua,Never attended preschool,2976.788320
Preschool Attendance,Kaliua,Currently attending preschool,482.655960
Preschool Attendance,Kaliua,Attended preschool before joining grade 1,1649.879350
Preschool Attendance,Newala,Never attended preschool,1319.329060
Preschool Attendance,Newala,Currently attending preschool,413.335740
Preschool Attendance,Newala,Attended preschool before joining grade 1,2305.980880
Preschool Attendance,Simanjiro,Never attended preschool,2662.210810
Preschool Attendance,Simanjiro,Currently attending preschool,568.951810
Preschool Attendance,Simanjiro,Attended preschool before joining grade 1,1464.764950
Preschool Attendance,Mkalama,Never attended preschool,2650.549300
Preschool Attendance,Mkalama,Currently attending preschool,762.820810
Preschool Attendance,Mkalama,Attended preschool before joining grade 1,2803.068310
Preschool Attendance,Chato,Never attended preschool,2052.601030
Preschool Attendance,Chato,Currently attending preschool,417.896300
Preschool Attendance,Chato,Attended preschool before joining grade 1,1386.236840
Preschool Attendance,Biharamulo,Never attended preschool,2967.102100
Preschool Attendance,Biharamulo,Currently attending preschool,374.144580
Preschool Attendance,Biharamulo,Attended preschool before joining grade 1,1217.446790
Preschool Attendance,Muleba,Never attended preschool,1364.998050
Preschool Attendance,Muleba,Currently attending preschool,511.078990
Preschool Attendance,Muleba,Attended preschool before joining grade 1,1913.903840
Preschool Attendance,Mpanda Rural,Never attended preschool,2589.759700
Preschool Attendance,Mpanda Rural,Currently attending preschool,625.945110
Preschool Attendance,Mpanda Rural,Attended preschool before joining grade 1,1157.082180
Preschool Attendance,Nyasa,Never attended preschool,2023.189710
Preschool Attendance,Nyasa,Currently attending preschool,749.431310
Preschool Attendance,Nyasa,Attended preschool before joining grade 1,2433.122680
Preschool Attendance,Tarime,Never attended preschool,2381.158920
Preschool Attendance,Tarime,Currently attending preschool,602.984870
Preschool Attendance,Tarime,Attended preschool before joining grade 1,2044.877410
Preschool Attendance,Ileje,Never attended preschool,887.222310
Preschool Attendance,Ileje,Currently attending preschool,327.474850
Preschool Attendance,Ileje,Attended preschool before joining grade 1,2901.780970
Preschool Attendance,Sumbawanga Urban,Never attended preschool,1667.419590
Preschool Attendance,Sumbawanga Urban,Currently attending preschool,333.417430
Preschool Attendance,Sumbawanga Urban,Attended preschool before joining grade 1,1956.835330
Preschool Attendance,Kibondo,Never attended preschool,1805.458930
Preschool Attendance,Kibondo,Currently attending preschool,338.628920
Preschool Attendance,Kibondo,Attended preschool before joining grade 1,851.500730
Preschool Attendance,Ruangwa,Never attended preschool,1900.058670
Preschool Attendance,Ruangwa,Currently attending preschool,331.350660
Preschool Attendance,Ruangwa,Attended preschool before joining grade 1,1353.949240
Preschool Attendance,Musoma,Never attended preschool,3670.851630
Preschool Attendance,Musoma,Currently attending preschool,1015.501990
Preschool Attendance,Musoma,Attended preschool before joining grade 1,3523.805440
Preschool Attendance,Tunduru,Never attended preschool,1929.741800
Preschool Attendance,Tunduru,Currently attending preschool,384.128950
Preschool Attendance,Tunduru,Attended preschool before joining grade 1,1511.075560
Preschool Attendance,Mkinga,Never attended preschool,2792.191180
Preschool Attendance,Mkinga,Currently attending preschool,585.248390
Preschool Attendance,Mkinga,Attended preschool before joining grade 1,2600.172880
Preschool Attendance,Dodoma Urban,Never attended preschool,1544.796830
Preschool Attendance,Dodoma Urban,Currently attending preschool,535.753200
Preschool Attendance,Dodoma Urban,Attended preschool before joining grade 1,2642.346590
Preschool Attendance,Kibaha,Never attended preschool,1183.068720
Preschool Attendance,Kibaha,Currently attending preschool,502.628820
Preschool Attendance,Kibaha,Attended preschool before joining grade 1,2027.347910
Preschool Attendance,Urambo,Never attended preschool,2182.381960
Preschool Attendance,Urambo,Currently attending preschool,320.637450
Preschool Attendance,Urambo,Attended preschool before joining grade 1,1563.764390
Preschool Attendance,Ulanga,Never attended preschool,1467.653150
Preschool Attendance,Ulanga,Currently attending preschool,518.165520
Preschool Attendance,Ulanga,Attended preschool before joining grade 1,2307.904180
Preschool Attendance,Gairo,Never attended preschool,3482.626090
Preschool Attendance,Gairo,Currently attending preschool,508.511400
Preschool Attendance,Gairo,Attended preschool before joining grade 1,1427.682170
Preschool Attendance,Singida Urban,Never attended preschool,1882.142740
Preschool Attendance,Singida Urban,Currently attending preschool,635.163780
Preschool Attendance,Singida Urban,Attended preschool before joining grade 1,3004.654070
Preschool Attendance,Songea Rural,Never attended preschool,1253.789800
Preschool Attendance,Songea Rural,Currently attending preschool,596.327510
Preschool Attendance,Songea Rural,Attended preschool before joining grade 1,2528.425360
Preschool Attendance,Morogoro,Never attended preschool,1746.794370
Preschool Attendance,Morogoro,Currently attending preschool,446.535330
Preschool Attendance,Morogoro,Attended preschool before joining grade 1,1914.435970
Preschool Attendance,Buhigwe,Never attended preschool,3151.139600
Preschool Attendance,Buhigwe,Currently attending preschool,652.898760
Preschool Attendance,Buhigwe,Attended preschool before joining grade 1,1581.204320
Preschool Attendance,Shinyanga Urban,Never attended preschool,2892.979520
Preschool Attendance,Shinyanga Urban,Currently attending preschool,1158.336990
Preschool Attendance,Shinyanga Urban,Attended preschool before joining grade 1,4243.202710
Preschool Attendance,Nyang'wale,Never attended preschool,6327.119440
Preschool Attendance,Nyang'wale,Currently attending preschool,715.388760
Preschool Attendance,Nyang'wale,Attended preschool before joining grade 1,2086.380950
Preschool Attendance,Momba,Never attended preschool,2024.864610
Preschool Attendance,Momba,Currently attending preschool,96.112660
Preschool Attendance,Momba,Attended preschool before joining grade 1,1637.098390
Preschool Attendance,Mbeya Urban,Never attended preschool,977.833630
Preschool Attendance,Mbeya Urban,Currently attending preschool,469.142800
Preschool Attendance,Mbeya Urban,Attended preschool before joining grade 1,2594.842840
Preschool Attendance,Masasi,Never attended preschool,1723.364400
Preschool Attendance,Masasi,Currently attending preschool,441.543270
Preschool Attendance,Masasi,Attended preschool before joining grade 1,1507.997280
Preschool Attendance,Temeke,Never attended preschool,724.279370
Preschool Attendance,Temeke,Currently attending preschool,472.090610
Preschool Attendance,Temeke,Attended preschool before joining grade 1,1532.025040
Preschool Attendance,Ludewa,Never attended preschool,1023.250190
Preschool Attendance,Ludewa,Currently attending preschool,497.930650
Preschool Attendance,Ludewa,Attended preschool before joining grade 1,2823.759890
Preschool Attendance,Kalambo,Never attended preschool,2330.216110
Preschool Attendance,Kalambo,Currently attending preschool,320.210840
Preschool Attendance,Kalambo,Attended preschool before joining grade 1,1105.919230
Preschool Attendance,Nanyumbu,Never attended preschool,1950.847160
Preschool Attendance,Nanyumbu,Currently attending preschool,401.555590
Preschool Attendance,Nanyumbu,Attended preschool before joining grade 1,2014.016120
Preschool Attendance,Nzega,Never attended preschool,1442.926860
Preschool Attendance,Nzega,Currently attending preschool,124.205080
Preschool Attendance,Nzega,Attended preschool before joining grade 1,621.906280
Preschool Attendance,Bukoba Rural,Never attended preschool,1256.143460
Preschool Attendance,Bukoba Rural,Currently attending preschool,462.240090
Preschool Attendance,Bukoba Rural,Attended preschool before joining grade 1,1926.072890
Preschool Attendance,Mkuranga,Never attended preschool,2768.075850
Preschool Attendance,Mkuranga,Currently attending preschool,360.257950
Preschool Attendance,Mkuranga,Attended preschool before joining grade 1,1221.128360
Preschool Attendance,Handeni,Never attended preschool,3300.745760
Preschool Attendance,Handeni,Currently attending preschool,440.047750
Preschool Attendance,Handeni,Attended preschool before joining grade 1,2644.491950
Preschool Attendance,Rungwe,Never attended preschool,1158.370510
Preschool Attendance,Rungwe,Currently attending preschool,592.059430
Preschool Attendance,Rungwe,Attended preschool before joining grade 1,2534.488870
Preschool Attendance,Babati,Never attended preschool,1821.259180
Preschool Attendance,Babati,Currently attending preschool,872.046440
Preschool Attendance,Babati,Attended preschool before joining grade 1,3608.006400
Preschool Attendance,Muheza,Never attended preschool,1587.710360
Preschool Attendance,Muheza,Currently attending preschool,838.943280
Preschool Attendance,Muheza,Attended preschool before joining grade 1,3105.678250
Preschool Attendance,Mbinga,Never attended preschool,1864.623230
Preschool Attendance,Mbinga,Currently attending preschool,600.905910
Preschool Attendance,Mbinga,Attended preschool before joining grade 1,2564.520970
Preschool Attendance,Iramba,Never attended preschool,2842.669580
Preschool Attendance,Iramba,Currently attending preschool,936.730260
Preschool Attendance,Iramba,Attended preschool before joining grade 1,2584.421560
Preschool Attendance,Korogwe,Never attended preschool,1886.236430
Preschool Attendance,Korogwe,Currently attending preschool,663.806610
Preschool Attendance,Korogwe,Attended preschool before joining grade 1,2973.046380
Preschool Attendance,Ngara,Never attended preschool,988.973710
Preschool Attendance,Ngara,Currently attending preschool,492.041150
Preschool Attendance,Ngara,Attended preschool before joining grade 1,1251.210640
Preschool Attendance,Kongwa,Never attended preschool,1557.485580
Preschool Attendance,Kongwa,Currently attending preschool,903.063200
Preschool Attendance,Kongwa,Attended preschool before joining grade 1,3007.854180
Preschool Attendance,Bunda,Never attended preschool,2584.118810
Preschool Attendance,Bunda,Currently attending preschool,1076.921180
Preschool Attendance,Bunda,Attended preschool before joining grade 1,2631.427070
Preschool Attendance,Arusha Urban,Never attended preschool,1194.504710
Preschool Attendance,Arusha Urban,Currently attending preschool,748.918410
Preschool Attendance,Arusha Urban,Attended preschool before joining grade 1,1929.696790
Preschool Attendance,Kilwa,Never attended preschool,4509.968980
Preschool Attendance,Kilwa,Currently attending preschool,392.581970
Preschool Attendance,Kilwa,Attended preschool before joining grade 1,1164.020440
Preschool Attendance,Kilombero,Never attended preschool,1832.392510
Preschool Attendance,Kilombero,Currently attending preschool,740.249850
Preschool Attendance,Kilombero,Attended preschool before joining grade 1,2937.777980
Preschool Attendance,Siha,Never attended preschool,1320.439520
Preschool Attendance,Siha,Currently attending preschool,692.947590
Preschool Attendance,Siha,Attended preschool before joining grade 1,2648.537710
Preschool Attendance,Lushoto,Never attended preschool,1376.260790
Preschool Attendance,Lushoto,Currently attending preschool,631.095980
Preschool Attendance,Lushoto,Attended preschool before joining grade 1,3051.677130
Preschool Attendance,Namtumbo,Never attended preschool,1921.814360
Preschool Attendance,Namtumbo,Currently attending preschool,299.592540
Preschool Attendance,Namtumbo,Attended preschool before joining grade 1,1933.586640
Preschool Attendance,Manyoni,Never attended preschool,2958.378920
Preschool Attendance,Manyoni,Currently attending preschool,641.501560
Preschool Attendance,Manyoni,Attended preschool before joining grade 1,2009.527600
Preschool Attendance,Nachingwea,Never attended preschool,1669.305130
Preschool Attendance,Nachingwea,Currently attending preschool,422.344510
Preschool Attendance,Nachingwea,Attended preschool before joining grade 1,1656.678140
Preschool Attendance,Mpwapwa,Never attended preschool,3400.608030
Preschool Attendance,Mpwapwa,Currently attending preschool,730.831960
Preschool Attendance,Mpwapwa,Attended preschool before joining grade 1,2415.607920
